exam_type,year,subject,section,topic,question_number,question_text,option_A,option_B,option_C,option_D,correct_answer,theory_answer_guide,marks_allocated,difficulty_level,explanation
WAEC,2023,Physics,Theory,Heat,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),14,Easy,Current through conductor is directly proportional to voltage.
WAEC,2023,Physics,Theory,Heat,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),19,Easy,Current through conductor is directly proportional to voltage.
WAEC,2023,Physics,Theory,Heat,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),15,Easy,Current through conductor is directly proportional to voltage.
WAEC,2023,Physics,Practical,Optics,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,17,Moderate,Award marks for accuracy and graph plotting.
WAEC,2023,Physics,Practical,Optics,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,24,Moderate,Award marks for accuracy and graph plotting.
WAEC,2023,Physics,Practical,Optics,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,18,Moderate,Award marks for accuracy and graph plotting.
WAEC,2023,Economics,Objective,Demand & Supply,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Objective,Demand & Supply,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2023,Economics,Theory,Development,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",19,Hard,Each must be clearly explained.
WAEC,2023,Economics,Theory,Development,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",11,Hard,Each must be clearly explained.
WAEC,2023,Economics,Theory,Development,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",12,Hard,Each must be clearly explained.
WAEC,2023,Economics,Theory,Development,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",10,Hard,Each must be clearly explained.
WAEC,2023,Economics,Theory,Development,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",20,Hard,Each must be clearly explained.
NECO,2023,Mathematics,Objective,Geometry,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Objective,Geometry,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2023,Mathematics,Theory,Statistics,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,15,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2023,Mathematics,Theory,Statistics,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,20,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2023,Mathematics,Theory,Statistics,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,18,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2023,Mathematics,Theory,Statistics,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,11,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2023,Mathematics,Theory,Statistics,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,20,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2023,English,Objective,Vocabulary,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Objective,Vocabulary,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2023,English,Theory,Vocabulary,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",13,Moderate,Focus on moral and civic examples.
NECO,2023,English,Theory,Vocabulary,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",12,Moderate,Focus on moral and civic examples.
NECO,2023,English,Theory,Vocabulary,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",19,Moderate,Focus on moral and civic examples.
NECO,2023,English,Theory,Vocabulary,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",18,Moderate,Focus on moral and civic examples.
NECO,2023,English,Theory,Vocabulary,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",16,Moderate,Focus on moral and civic examples.
NECO,2023,Biology,Objective,Human Anatomy,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Objective,Human Anatomy,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Moderate,The heart pumps blood.
NECO,2023,Biology,Theory,Genetics,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,13,Easy,Light and chlorophyll are essential factors.
NECO,2023,Biology,Theory,Genetics,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,10,Easy,Light and chlorophyll are essential factors.
NECO,2023,Biology,Theory,Genetics,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,17,Easy,Light and chlorophyll are essential factors.
NECO,2023,Biology,Theory,Genetics,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,16,Easy,Light and chlorophyll are essential factors.
NECO,2023,Biology,Theory,Genetics,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,14,Easy,Light and chlorophyll are essential factors.
NECO,2023,Biology,Practical,Ecology,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",25,Hard,Award marks for accuracy and labeling.
NECO,2023,Biology,Practical,Ecology,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",17,Hard,Award marks for accuracy and labeling.
NECO,2023,Biology,Practical,Ecology,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",25,Hard,Award marks for accuracy and labeling.
NECO,2023,Chemistry,Objective,Organic,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,2,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,3,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,4,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,5,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,6,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,7,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,8,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,9,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Objective,Organic,10,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
NECO,2023,Chemistry,Theory,Physical,1,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,13,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2023,Chemistry,Theory,Physical,2,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,18,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2023,Chemistry,Theory,Physical,3,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,13,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2023,Chemistry,Theory,Physical,4,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,11,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2023,Chemistry,Theory,Physical,5,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,12,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2023,Chemistry,Practical,Inorganic,1,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,17,Hard,Award marks for correct readings and calculations.
NECO,2023,Chemistry,Practical,Inorganic,2,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,15,Hard,Award marks for correct readings and calculations.
NECO,2023,Chemistry,Practical,Inorganic,3,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,17,Hard,Award marks for correct readings and calculations.
NECO,2023,Physics,Objective,Optics,1,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Objective,Optics,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2023,Physics,Theory,Electricity,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),16,Moderate,Current through conductor is directly proportional to voltage.
NECO,2023,Physics,Theory,Electricity,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),12,Moderate,Current through conductor is directly proportional to voltage.
NECO,2023,Physics,Theory,Electricity,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),10,Moderate,Current through conductor is directly proportional to voltage.
NECO,2023,Physics,Theory,Electricity,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),18,Moderate,Current through conductor is directly proportional to voltage.
NECO,2023,Physics,Theory,Electricity,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),17,Moderate,Current through conductor is directly proportional to voltage.
NECO,2023,Physics,Practical,Mechanics,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,23,Hard,Award marks for accuracy and graph plotting.
NECO,2023,Physics,Practical,Mechanics,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,24,Hard,Award marks for accuracy and graph plotting.
NECO,2023,Physics,Practical,Mechanics,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,18,Hard,Award marks for accuracy and graph plotting.
NECO,2023,Economics,Objective,Microeconomics,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Objective,Microeconomics,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2023,Economics,Theory,Development,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",16,Easy,Each must be clearly explained.
NECO,2023,Economics,Theory,Development,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",17,Easy,Each must be clearly explained.
NECO,2023,Economics,Theory,Development,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",10,Easy,Each must be clearly explained.
NECO,2023,Economics,Theory,Development,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",13,Easy,Each must be clearly explained.
NECO,2023,Economics,Theory,Development,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",20,Easy,Each must be clearly explained.
WAEC,2024,Mathematics,Objective,Trigonometry,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Objective,Trigonometry,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2024,Mathematics,Theory,Geometry,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,12,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2024,Mathematics,Theory,Geometry,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,12,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2024,Mathematics,Theory,Geometry,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,13,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2024,Mathematics,Theory,Geometry,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,18,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2024,Mathematics,Theory,Geometry,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,12,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2024,English,Objective,Literature,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Objective,Literature,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2024,English,Theory,Comprehension,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",13,Easy,Focus on moral and civic examples.
WAEC,2024,English,Theory,Comprehension,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",12,Easy,Focus on moral and civic examples.
WAEC,2024,English,Theory,Comprehension,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",16,Easy,Focus on moral and civic examples.
WAEC,2024,English,Theory,Comprehension,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",11,Easy,Focus on moral and civic examples.
WAEC,2024,English,Theory,Comprehension,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",20,Easy,Focus on moral and civic examples.
WAEC,2024,Biology,Objective,Genetics,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Objective,Genetics,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2024,Biology,Theory,Human Anatomy,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,15,Easy,Light and chlorophyll are essential factors.
WAEC,2024,Biology,Theory,Human Anatomy,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,14,Easy,Light and chlorophyll are essential factors.
WAEC,2024,Biology,Theory,Human Anatomy,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,11,Easy,Light and chlorophyll are essential factors.
WAEC,2024,Biology,Theory,Human Anatomy,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,18,Easy,Light and chlorophyll are essential factors.
WAEC,2024,Biology,Theory,Human Anatomy,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,16,Easy,Light and chlorophyll are essential factors.
WAEC,2024,Biology,Practical,Cell Biology,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",25,Moderate,Award marks for accuracy and labeling.
WAEC,2024,Biology,Practical,Cell Biology,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",23,Moderate,Award marks for accuracy and labeling.
WAEC,2024,Biology,Practical,Cell Biology,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",17,Moderate,Award marks for accuracy and labeling.
WAEC,2024,Chemistry,Objective,Inorganic,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
